fiche_id,url,nom_complet,naissance_date,naissance_commune,naissance_dept,deces_date,deces_commune,deces_dept,regime,legislature,mandat_debut,mandat_fin,departement,circonscription,groupe,groupe_abrev,est_gaulliste,suppleant_de,a_eu_suppleant
3931,https://www2.assemblee-nationale.fr/sycomore/fiche/3931,Michel Inchauspé,5 novembre 1925,Saint-jean-pied-de-port,Basses,26 octobre 2011,Saint-jean-pied-de-port,Pyrénées,Cinquième République - Assemblée nationale,IIIe législature,3 avril 1967,30 mai 1968,Basses-Pyrénées,,Union démocratique pour la V° République,UD-Ve,TRUE,,
3931,https://www2.assemblee-nationale.fr/sycomore/fiche/3931,Michel Inchauspé,5 novembre 1925,Saint-jean-pied-de-port,Basses,26 octobre 2011,Saint-jean-pied-de-port,Pyrénées,Cinquième République - Assemblée nationale,IVe législature,11 juillet 1968,10 août 1968,Basses-Pyrénées,,Union des démocrates pour la République,UDR,TRUE,,
3931,https://www2.assemblee-nationale.fr/sycomore/fiche/3931,Michel Inchauspé,5 novembre 1925,Saint-jean-pied-de-port,Basses,26 octobre 2011,Saint-jean-pied-de-port,Pyrénées,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Pyrénées-Atlantiques,,Union des démocrates pour la République,UDR,TRUE,,
3931,https://www2.assemblee-nationale.fr/sycomore/fiche/3931,Michel Inchauspé,5 novembre 1925,Saint-jean-pied-de-port,Basses,26 octobre 2011,Saint-jean-pied-de-port,Pyrénées,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,22 mai 1981,Pyrénées-Atlantiques,,Rassemblement pour la République,,FALSE,,
3931,https://www2.assemblee-nationale.fr/sycomore/fiche/3931,Michel Inchauspé,5 novembre 1925,Saint-jean-pied-de-port,Basses,26 octobre 2011,Saint-jean-pied-de-port,Pyrénées,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,1 avril 1986,Pyrénées-Atlantiques,,Rassemblement pour la République,,FALSE,,
3931,https://www2.assemblee-nationale.fr/sycomore/fiche/3931,Michel Inchauspé,5 novembre 1925,Saint-jean-pied-de-port,Basses,26 octobre 2011,Saint-jean-pied-de-port,Pyrénées,Cinquième République - Assemblée nationale,IXe législature,6 juin 1988,1 avril 1993,Pyrénées-Atlantiques,,Rassemblement pour la République,,FALSE,,
3931,https://www2.assemblee-nationale.fr/sycomore/fiche/3931,Michel Inchauspé,5 novembre 1925,Saint-jean-pied-de-port,Basses,26 octobre 2011,Saint-jean-pied-de-port,Pyrénées,Cinquième République - Assemblée nationale,Xe législature,2 avril 1993,21 avril 1997,Pyrénées-Atlantiques,,Rassemblement pour la République,,FALSE,,
3931,https://www2.assemblee-nationale.fr/sycomore/fiche/3931,Michel Inchauspé,5 novembre 1925,Saint-jean-pied-de-port,Basses,26 octobre 2011,Saint-jean-pied-de-port,Pyrénées,Cinquième République - Assemblée nationale,XIe législature,1 juin 1997,18 juin 2002,Pyrénées-Atlantiques,,Rassemblement pour la République,,FALSE,,
3950,https://www2.assemblee-nationale.fr/sycomore/fiche/3950,René Ithurbide,30 mars 1900,Bayonne,Basses,3 avril 1977,Champigny-sur-marne,Val,Cinquième République - Assemblée nationale,IIe législature,9 février 1966,2 avril 1967,Paris,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
3950,https://www2.assemblee-nationale.fr/sycomore/fiche/3950,René Ithurbide,30 mars 1900,Bayonne,Basses,3 avril 1977,Champigny-sur-marne,Val,Cinquième République - Assemblée nationale,IIIe législature,8 mai 1967,30 mai 1968,Val-de-Marne,,Union démocratique pour la V° République,UD-Ve,TRUE,,
3967,https://www2.assemblee-nationale.fr/sycomore/fiche/3967,Marc Jacquet,17 février 1913,Mercy-le-bas,Meurthe,18 avril 1983,Paris,Paris,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Seine-et-Marne,,Rassemblement du peuple français,RPF,TRUE,,maire-adjoint de Melun
3967,https://www2.assemblee-nationale.fr/sycomore/fiche/3967,Marc Jacquet,17 février 1913,Mercy-le-bas,Meurthe,18 avril 1983,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Seine-et-Marne,,Union pour la nouvelle République,UNR,TRUE,,maire-adjoint de Melun
3967,https://www2.assemblee-nationale.fr/sycomore/fiche/3967,Marc Jacquet,17 février 1913,Mercy-le-bas,Meurthe,18 avril 1983,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,6 janvier 1963,Seine-et-Marne,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,maire-adjoint de Melun
3967,https://www2.assemblee-nationale.fr/sycomore/fiche/3967,Marc Jacquet,17 février 1913,Mercy-le-bas,Meurthe,18 avril 1983,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Seine-et-Marne,,Union démocratique pour la V° République,UD-Ve,TRUE,,maire-adjoint de Melun
3967,https://www2.assemblee-nationale.fr/sycomore/fiche/3967,Marc Jacquet,17 février 1913,Mercy-le-bas,Meurthe,18 avril 1983,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Seine-et-Marne,,Union des démocrates pour la République,UDR,TRUE,,maire-adjoint de Melun
3971,https://www2.assemblee-nationale.fr/sycomore/fiche/3971,Louis Jacquinot,16 septembre 1898,Gondrecourt-le-château,Meuse,14 juin 1993,Paris,Paris,Troisième République - Chambre des députés,XVe législature,1 mai 1932,31 mai 1936,Meuse,,Députés du centre républicain,,FALSE,,
3971,https://www2.assemblee-nationale.fr/sycomore/fiche/3971,Louis Jacquinot,16 septembre 1898,Gondrecourt-le-château,Meuse,14 juin 1993,Paris,Paris,Troisième République - Chambre des députés,XVIe législature,26 avril 1936,31 mai 1942,Meuse,,Alliance des républicains de gauche et des radicaux indépendants,,FALSE,,
3971,https://www2.assemblee-nationale.fr/sycomore/fiche/3971,Louis Jacquinot,16 septembre 1898,Gondrecourt-le-château,Meuse,14 juin 1993,Paris,Paris,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Meuse,,Parti républicain de la liberté,,FALSE,,
3971,https://www2.assemblee-nationale.fr/sycomore/fiche/3971,Louis Jacquinot,16 septembre 1898,Gondrecourt-le-château,Meuse,14 juin 1993,Paris,Paris,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Meuse,,Républicains indépendants,,FALSE,,
3971,https://www2.assemblee-nationale.fr/sycomore/fiche/3971,Louis Jacquinot,16 septembre 1898,Gondrecourt-le-château,Meuse,14 juin 1993,Paris,Paris,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Meuse,,Républicains indépendants,,FALSE,,
3971,https://www2.assemblee-nationale.fr/sycomore/fiche/3971,Louis Jacquinot,16 septembre 1898,Gondrecourt-le-château,Meuse,14 juin 1993,Paris,Paris,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Meuse,,Républicains indépendants,,FALSE,,
3971,https://www2.assemblee-nationale.fr/sycomore/fiche/3971,Louis Jacquinot,16 septembre 1898,Gondrecourt-le-château,Meuse,14 juin 1993,Paris,Paris,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Meuse,,Indépendants et paysans d'action sociale,,FALSE,,
3971,https://www2.assemblee-nationale.fr/sycomore/fiche/3971,Louis Jacquinot,16 septembre 1898,Gondrecourt-le-château,Meuse,14 juin 1993,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,23 novembre 1958,8 février 1959,Meuse,,Indépendants et paysans d'action sociale,,FALSE,,
3971,https://www2.assemblee-nationale.fr/sycomore/fiche/3971,Louis Jacquinot,16 septembre 1898,Gondrecourt-le-château,Meuse,14 juin 1993,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,18 novembre 1962,7 janvier 1963,Meuse,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
3971,https://www2.assemblee-nationale.fr/sycomore/fiche/3971,Louis Jacquinot,16 septembre 1898,Gondrecourt-le-château,Meuse,14 juin 1993,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Meuse,,Union démocratique pour la V° République,UD-Ve,TRUE,,
3971,https://www2.assemblee-nationale.fr/sycomore/fiche/3971,Louis Jacquinot,16 septembre 1898,Gondrecourt-le-château,Meuse,14 juin 1993,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Meuse,,Union des démocrates pour la République,UDR,TRUE,,
3974,https://www2.assemblee-nationale.fr/sycomore/fiche/3974,William Jacson,5 septembre 1909,Nancy,Meurthe,11 octobre 1973,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Meurthe-et-Moselle,,Union pour la nouvelle République,UNR,TRUE,,
3974,https://www2.assemblee-nationale.fr/sycomore/fiche/3974,William Jacson,5 septembre 1909,Nancy,Meurthe,11 octobre 1973,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,18 novembre 1962,2 avril 1967,Meurthe-et-Moselle,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
3974,https://www2.assemblee-nationale.fr/sycomore/fiche/3974,William Jacson,5 septembre 1909,Nancy,Meurthe,11 octobre 1973,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Meurthe-et-Moselle,,Union démocratique pour la V° République,UD-Ve,TRUE,,
3974,https://www2.assemblee-nationale.fr/sycomore/fiche/3974,William Jacson,5 septembre 1909,Nancy,Meurthe,11 octobre 1973,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Meurthe-et-Moselle,,Union des démocrates pour la République,UDR,TRUE,,
3983,https://www2.assemblee-nationale.fr/sycomore/fiche/3983,Pierre Jalu,21 janvier 1918,Alès,Gard,24 août 1999,Alès,Gard,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Gard,,Union des démocrates pour la République,UDR,TRUE,,
3988,https://www2.assemblee-nationale.fr/sycomore/fiche/3988,Michel Jamot,23 avril 1904,Paris,Seine,16 février 1982,Le mesnil-le-roy,Yvelines,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Seine-et-Oise,,Union pour la nouvelle République,UNR,TRUE,,
3988,https://www2.assemblee-nationale.fr/sycomore/fiche/3988,Michel Jamot,23 avril 1904,Paris,Seine,16 février 1982,Le mesnil-le-roy,Yvelines,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Yvelines,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
3988,https://www2.assemblee-nationale.fr/sycomore/fiche/3988,Michel Jamot,23 avril 1904,Paris,Seine,16 février 1982,Le mesnil-le-roy,Yvelines,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Yvelines,,Union démocratique pour la V° République,UD-Ve,TRUE,,
3988,https://www2.assemblee-nationale.fr/sycomore/fiche/3988,Michel Jamot,23 avril 1904,Paris,Seine,16 février 1982,Le mesnil-le-roy,Yvelines,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Yvelines,,Union des démocrates pour la République,UDR,TRUE,,
3993,https://www2.assemblee-nationale.fr/sycomore/fiche/3993,Pierre Janot,29 octobre 1925,Sarlat,Dordogne,13 juin 1994,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Dordogne,,Union des démocrates pour la République,UDR,TRUE,,
4005,https://www2.assemblee-nationale.fr/sycomore/fiche/4005,Maurice Jarrige,6 octobre 1927,Lherm,Lot,6 mars 2000,Strasbourg,Bas,Cinquième République - Assemblée nationale,IVe législature,13 août 1968,16 septembre 1969,Moselle,,Union des démocrates pour la République,UDR,TRUE,,
4005,https://www2.assemblee-nationale.fr/sycomore/fiche/4005,Maurice Jarrige,6 octobre 1927,Lherm,Lot,6 mars 2000,Strasbourg,Bas,Cinquième République - Assemblée nationale,Ve législature,3 mai 1973,11 juillet 1974,Moselle,,Union des démocrates pour la République,UDR,TRUE,,
4007,https://www2.assemblee-nationale.fr/sycomore/fiche/4007,André Jarrot,13 décembre 1909,Lux,Saône,21 avril 2000,Chalon-sur-saône,Saône,Cinquième République - Assemblée nationale,Ire législature,9 décembre 1958,9 octobre 1962,Saône-et-Loire,,Union pour la nouvelle République,UNR,TRUE,,
4007,https://www2.assemblee-nationale.fr/sycomore/fiche/4007,André Jarrot,13 décembre 1909,Lux,Saône,21 avril 2000,Chalon-sur-saône,Saône,Cinquième République - Assemblée nationale,IIe législature,6 décembre 1962,2 avril 1967,Saône-et-Loire,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
4007,https://www2.assemblee-nationale.fr/sycomore/fiche/4007,André Jarrot,13 décembre 1909,Lux,Saône,21 avril 2000,Chalon-sur-saône,Saône,Cinquième République - Assemblée nationale,IIIe législature,3 avril 1967,30 mai 1968,Saône-et-Loire,,Union démocratique pour la V° République,UD-Ve,TRUE,,
4007,https://www2.assemblee-nationale.fr/sycomore/fiche/4007,André Jarrot,13 décembre 1909,Lux,Saône,21 avril 2000,Chalon-sur-saône,Saône,Cinquième République - Assemblée nationale,IVe législature,11 juillet 1968,1 avril 1973,Saône-et-Loire,,Union des démocrates pour la République,UDR,TRUE,,
4007,https://www2.assemblee-nationale.fr/sycomore/fiche/4007,André Jarrot,13 décembre 1909,Lux,Saône,21 avril 2000,Chalon-sur-saône,Saône,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,28 juin 1974,Saône-et-Loire,,Union des démocrates pour la République,UDR,TRUE,,
4007,https://www2.assemblee-nationale.fr/sycomore/fiche/4007,André Jarrot,13 décembre 1909,Lux,Saône,21 avril 2000,Chalon-sur-saône,Saône,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,22 mai 1981,Saône-et-Loire,,Rassemblement pour la République,,FALSE,,
4007,https://www2.assemblee-nationale.fr/sycomore/fiche/4007,André Jarrot,13 décembre 1909,Lux,Saône,21 avril 2000,Chalon-sur-saône,Saône,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,30 septembre 1986,Saône-et-Loire,,Rassemblement pour la République,,FALSE,,
4023,https://www2.assemblee-nationale.fr/sycomore/fiche/4023,Jean-Marcel Jeanneney,13 novembre 1910,Paris,Seine,16 septembre 2010,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,12 août 1968,Isère,,Union des démocrates pour la République,UDR,TRUE,,
4030,https://www2.assemblee-nationale.fr/sycomore/fiche/4030,Alphonse Jenn,12 mars 1916,Bourbach-le-bas,,17 mai 1996,Ferrette,Haut,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Haut-Rhin,,Union démocratique pour la V° République,UD-Ve,TRUE,,
4030,https://www2.assemblee-nationale.fr/sycomore/fiche/4030,Alphonse Jenn,12 mars 1916,Bourbach-le-bas,,17 mai 1996,Ferrette,Haut,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Haut-Rhin,,Union des démocrates pour la République,UDR,TRUE,,
4031,https://www2.assemblee-nationale.fr/sycomore/fiche/4031,Louis Joanne,18 décembre 1924,Chevanceaux,Charente,11 mai 2005,Chevanceaux,Charente,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Charente-Maritime,,Union des démocrates pour la République,UDR,TRUE,,
4031,https://www2.assemblee-nationale.fr/sycomore/fiche/4031,Louis Joanne,18 décembre 1924,Chevanceaux,Charente,11 mai 2005,Chevanceaux,Charente,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Charente-Maritime,,Républicains indépendants,,FALSE,,
4075,https://www2.assemblee-nationale.fr/sycomore/fiche/4075,"Claude, Emile, Louis Jousseaume",11 février 1933,Rochefort-sur-mer,Charente,30 décembre 2016,Tonnay-boutonne,Charente,Cinquième République - Assemblée nationale,IVe législature,13 janvier 1972,1 avril 1973,Charente-Maritime,,Union des démocrates pour la République,UDR,TRUE,,
4081,https://www2.assemblee-nationale.fr/sycomore/fiche/4081,Louis Joxe,16 septembre 1901,Bourg-la-reine,,6 avril 1991,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,7 mai 1967,Rhône,,Union démocratique pour la V° République,UD-Ve,TRUE,,
4081,https://www2.assemblee-nationale.fr/sycomore/fiche/4081,Louis Joxe,16 septembre 1901,Bourg-la-reine,,6 avril 1991,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Rhône,,Union des démocrates pour la République,UDR,TRUE,,
4081,https://www2.assemblee-nationale.fr/sycomore/fiche/4081,Louis Joxe,16 septembre 1901,Bourg-la-reine,,6 avril 1991,Paris,Paris,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,3 novembre 1977,Rhône,,Union des démocrates pour la République,UDR,TRUE,,
4093,https://www2.assemblee-nationale.fr/sycomore/fiche/4093,Didier Julia,18 février 1934,Paris,Seine,,,,Cinquième République - Assemblée nationale,IIIe législature,3 avril 1967,30 mai 1968,Seine-et-Marne,,Union démocratique pour la V° République,UD-Ve,TRUE,,
4093,https://www2.assemblee-nationale.fr/sycomore/fiche/4093,Didier Julia,18 février 1934,Paris,Seine,,,,Cinquième République - Assemblée nationale,IVe législature,11 juillet 1968,1 avril 1973,Seine-et-Marne,,Union des démocrates pour la République,UDR,TRUE,,
4093,https://www2.assemblee-nationale.fr/sycomore/fiche/4093,Didier Julia,18 février 1934,Paris,Seine,,,,Cinquième République - Assemblée nationale,Ve législature,3 avril 1973,2 avril 1978,Seine-et-Marne,,Union des démocrates pour la République,UDR,TRUE,,
4093,https://www2.assemblee-nationale.fr/sycomore/fiche/4093,Didier Julia,18 février 1934,Paris,Seine,,,,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,22 mai 1981,Seine-et-Marne,,Rassemblement pour la République,,FALSE,,
4093,https://www2.assemblee-nationale.fr/sycomore/fiche/4093,Didier Julia,18 février 1934,Paris,Seine,,,,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,1 avril 1986,Seine-et-Marne,,Rassemblement pour la République,,FALSE,,
4093,https://www2.assemblee-nationale.fr/sycomore/fiche/4093,Didier Julia,18 février 1934,Paris,Seine,,,,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,14 mai 1988,Seine-et-Marne,,Rassemblement pour la République,,FALSE,,
4093,https://www2.assemblee-nationale.fr/sycomore/fiche/4093,Didier Julia,18 février 1934,Paris,Seine,,,,Cinquième République - Assemblée nationale,IXe législature,6 juin 1988,1 avril 1993,Seine-et-Marne,,Rassemblement pour la République,,FALSE,,
4093,https://www2.assemblee-nationale.fr/sycomore/fiche/4093,Didier Julia,18 février 1934,Paris,Seine,,,,Cinquième République - Assemblée nationale,Xe législature,2 avril 1993,21 avril 1997,Seine-et-Marne,,Rassemblement pour la République,,FALSE,,
4093,https://www2.assemblee-nationale.fr/sycomore/fiche/4093,Didier Julia,18 février 1934,Paris,Seine,,,,Cinquième République - Assemblée nationale,XIe législature,1 juin 1997,18 juin 2002,Seine-et-Marne,,Rassemblement pour la République,,FALSE,,
4093,https://www2.assemblee-nationale.fr/sycomore/fiche/4093,Didier Julia,18 février 1934,Paris,Seine,,,,Cinquième République - Assemblée nationale,XIIe législature,19 juin 2002,19 juin 2007,Seine-et-Marne,,Union pour la majorité présidentielle,,FALSE,,
