fiche_id,url,nom_complet,naissance_date,naissance_commune,naissance_dept,deces_date,deces_commune,deces_dept,regime,legislature,mandat_debut,mandat_fin,departement,circonscription,groupe,groupe_abrev,est_gaulliste,suppleant_de,a_eu_suppleant
2372,https://www2.assemblee-nationale.fr/sycomore/fiche/2372,Xavier Deniau,24 septembre 1923,Paris,Seine,29 mars 2011,,Lieu de décès inconnu,Cinquième République - Assemblée nationale,IXe législature,13 juin 1988,1 avril 1993,Loiret,,Rassemblement pour la République,,FALSE,,
2372,https://www2.assemblee-nationale.fr/sycomore/fiche/2372,Xavier Deniau,24 septembre 1923,Paris,Seine,29 mars 2011,,Lieu de décès inconnu,Cinquième République - Assemblée nationale,Xe législature,2 avril 1993,21 avril 1997,Loiret,,Rassemblement pour la République,,FALSE,,
2372,https://www2.assemblee-nationale.fr/sycomore/fiche/2372,Xavier Deniau,24 septembre 1923,Paris,Seine,29 mars 2011,,Lieu de décès inconnu,Cinquième République - Assemblée nationale,XIe législature,1 juin 1997,18 juin 2002,Loiret,,Rassemblement pour la République,,FALSE,,
2378,https://www2.assemblee-nationale.fr/sycomore/fiche/2378,Ernest Denis,26 janvier 1930,Prouvy,Nord,5 mars 1996,Marly-lez-valenciennes,Nord,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Nord,,Union pour la nouvelle République,UNR,TRUE,,
2436,https://www2.assemblee-nationale.fr/sycomore/fiche/2436,Pierre Desgranges,19 janvier 1898,Lyon,Rhône,1 avril 1976,Roquebrune-cap-martin,Alpes,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Loire,,Rassemblement du peuple français,RPF,TRUE,,
2471,https://www2.assemblee-nationale.fr/sycomore/fiche/2471,Marcelle Devaud,7 janvier 1908,Constantine,Algérie,4 septembre 2008,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Seine,,Union pour la nouvelle République,UNR,TRUE,,
2503,https://www2.assemblee-nationale.fr/sycomore/fiche/2503,Pierre Didier,12 janvier 1920,Romans-sur-isère,Isère,10 mars 1977,,Lieu de décès inconnu,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Drôme,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
2508,https://www2.assemblee-nationale.fr/sycomore/fiche/2508,Marie-Madeleine Dienesch,3 avril 1914,Le caire,Egypte,8 janvier 1998,Paris,Paris,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Côtes-du-Nord,,Mouvement républicain populaire,,FALSE,,
2508,https://www2.assemblee-nationale.fr/sycomore/fiche/2508,Marie-Madeleine Dienesch,3 avril 1914,Le caire,Egypte,8 janvier 1998,Paris,Paris,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Côtes-du-Nord,,Mouvement républicain populaire,,FALSE,,
2508,https://www2.assemblee-nationale.fr/sycomore/fiche/2508,Marie-Madeleine Dienesch,3 avril 1914,Le caire,Egypte,8 janvier 1998,Paris,Paris,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Côtes-du-Nord,,Mouvement républicain populaire,,FALSE,,
2508,https://www2.assemblee-nationale.fr/sycomore/fiche/2508,Marie-Madeleine Dienesch,3 avril 1914,Le caire,Egypte,8 janvier 1998,Paris,Paris,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Côtes-du-Nord,,Mouvement républicain populaire,,FALSE,,
2508,https://www2.assemblee-nationale.fr/sycomore/fiche/2508,Marie-Madeleine Dienesch,3 avril 1914,Le caire,Egypte,8 janvier 1998,Paris,Paris,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Côtes-du-Nord,,Mouvement républicain populaire,,FALSE,,
2508,https://www2.assemblee-nationale.fr/sycomore/fiche/2508,Marie-Madeleine Dienesch,3 avril 1914,Le caire,Egypte,8 janvier 1998,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Côtes-du-Nord,,Républicains populaires et centre démocratique,,FALSE,,
2508,https://www2.assemblee-nationale.fr/sycomore/fiche/2508,Marie-Madeleine Dienesch,3 avril 1914,Le caire,Egypte,8 janvier 1998,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Côtes-du-Nord,,Centre démocratique,,FALSE,,
2508,https://www2.assemblee-nationale.fr/sycomore/fiche/2508,Marie-Madeleine Dienesch,3 avril 1914,Le caire,Egypte,8 janvier 1998,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Côtes-du-Nord,,Union démocratique pour la V° République,UD-Ve,TRUE,,
2508,https://www2.assemblee-nationale.fr/sycomore/fiche/2508,Marie-Madeleine Dienesch,3 avril 1914,Le caire,Egypte,8 janvier 1998,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,12 août 1968,Côtes-du-Nord,,Union des démocrates pour la République,UDR,TRUE,,
2508,https://www2.assemblee-nationale.fr/sycomore/fiche/2508,Marie-Madeleine Dienesch,3 avril 1914,Le caire,Egypte,8 janvier 1998,Paris,Paris,Cinquième République - Assemblée nationale,Ve législature,4 mars 1973,12 mai 1973,Côtes-du-Nord,,Union des démocrates pour la République,UDR,TRUE,,
2508,https://www2.assemblee-nationale.fr/sycomore/fiche/2508,Marie-Madeleine Dienesch,3 avril 1914,Le caire,Egypte,8 janvier 1998,Paris,Paris,Cinquième République - Assemblée nationale,VIe législature,19 mars 1978,22 mai 1981,Côtes-du-Nord,,Rassemblement pour la République,,FALSE,,
2511,https://www2.assemblee-nationale.fr/sycomore/fiche/2511,Roger Diet,25 juillet 1905,Saint-laurent-du-pont,Isère,19 novembre 1974,Barcelonnette,Basses,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Basses-Alpes,,Union pour la nouvelle République,UNR,TRUE,,
2512,https://www2.assemblee-nationale.fr/sycomore/fiche/2512,"André, Maurice Diethelm",3 juillet 1896,Bourg-en-bresse,Ain,11 janvier 1954,Paris,Seine,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Vosges,,Paysan,,FALSE,,
2512,https://www2.assemblee-nationale.fr/sycomore/fiche/2512,"André, Maurice Diethelm",3 juillet 1896,Bourg-en-bresse,Ain,11 janvier 1954,Paris,Seine,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,11 janvier 1954,Seine-et-Oise,,Rassemblement du peuple français,RPF,TRUE,,
2548,https://www2.assemblee-nationale.fr/sycomore/fiche/2548,Louis Donnadieu,1 mars 1930,Saint-etienne-d'albagnan,Hérault,,,,Cinquième République - Assemblée nationale,IVe législature,23 juillet 1969,1 avril 1973,Tarn,,Union des démocrates pour la République,UDR,TRUE,,
2548,https://www2.assemblee-nationale.fr/sycomore/fiche/2548,Louis Donnadieu,1 mars 1930,Saint-etienne-d'albagnan,Hérault,,,,Cinquième République - Assemblée nationale,Ve législature,13 mai 1973,10 avril 1975,Tarn,,Union des démocrates pour la République,UDR,TRUE,,
2548,https://www2.assemblee-nationale.fr/sycomore/fiche/2548,Louis Donnadieu,1 mars 1930,Saint-etienne-d'albagnan,Hérault,,,,Cinquième République - Assemblée nationale,VIe législature,7 mai 1978,22 mai 1981,Tarn,,Rassemblement pour la République,,FALSE,,
2586,https://www2.assemblee-nationale.fr/sycomore/fiche/2586,Daniel Dreyfous-Ducas,11 juin 1914,Paris,Seine,10 mars 1985,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Seine,,Union pour la nouvelle République,UNR,TRUE,,
2596,https://www2.assemblee-nationale.fr/sycomore/fiche/2596,Raymond Dronne,8 mars 1908,Mayet,Sarthe,5 septembre 1991,Neuilly-sur-seine,Hauts,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Sarthe,,Rassemblement du peuple français,RPF,TRUE,,
2596,https://www2.assemblee-nationale.fr/sycomore/fiche/2596,Raymond Dronne,8 mars 1908,Mayet,Sarthe,5 septembre 1991,Neuilly-sur-seine,Hauts,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Sarthe,,Républicains sociaux,RS,TRUE,,
2596,https://www2.assemblee-nationale.fr/sycomore/fiche/2596,Raymond Dronne,8 mars 1908,Mayet,Sarthe,5 septembre 1991,Neuilly-sur-seine,Hauts,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Sarthe,,Union pour la nouvelle République,UNR,TRUE,,
2596,https://www2.assemblee-nationale.fr/sycomore/fiche/2596,Raymond Dronne,8 mars 1908,Mayet,Sarthe,5 septembre 1991,Neuilly-sur-seine,Hauts,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Sarthe,,Progrès et démocratie moderne,,FALSE,,
2596,https://www2.assemblee-nationale.fr/sycomore/fiche/2596,Raymond Dronne,8 mars 1908,Mayet,Sarthe,5 septembre 1991,Neuilly-sur-seine,Hauts,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Sarthe,,Réformateurs démocrates sociaux,,FALSE,,
2600,https://www2.assemblee-nationale.fr/sycomore/fiche/2600,Jean Drouot-l'Hermine,15 septembre 1907,Luxeuil-les-bains,Haute,23 mai 1969,Rocquencourt,Yvelines,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Seine-et-Oise,,Union pour la nouvelle République,UNR,TRUE,,
2600,https://www2.assemblee-nationale.fr/sycomore/fiche/2600,Jean Drouot-l'Hermine,15 septembre 1907,Luxeuil-les-bains,Haute,23 mai 1969,Rocquencourt,Yvelines,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Yvelines,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
2631,https://www2.assemblee-nationale.fr/sycomore/fiche/2631,Franz Duboscq,6 mai 1924,Saint-jean-de-luz,Basses,7 décembre 2012,Iholdy,Pyrénées,Cinquième République - Assemblée nationale,IVe législature,13 août 1968,1 avril 1973,Pyrénées-Atlantiques,,Union des démocrates pour la République,UDR,TRUE,,
2639,https://www2.assemblee-nationale.fr/sycomore/fiche/2639,Armand Ducap,16 novembre 1918,Toulouse,Haute,11 octobre 2008,Toulouse,Haute,Cinquième République - Assemblée nationale,Ire législature,15 mai 1962,9 octobre 1962,Haute-Garonne,,Union pour la nouvelle République,UNR,TRUE,,
2639,https://www2.assemblee-nationale.fr/sycomore/fiche/2639,Armand Ducap,16 novembre 1918,Toulouse,Haute,11 octobre 2008,Toulouse,Haute,Cinquième République - Assemblée nationale,IIe législature,7 janvier 1963,2 avril 1967,Haute-Garonne,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
2670,https://www2.assemblee-nationale.fr/sycomore/fiche/2670,Henri Duflot,27 novembre 1907,Lens,Pas,13 février 1972,Argoules,Pas,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Pas-de-Calais,,Union pour la nouvelle République,UNR,TRUE,,
2670,https://www2.assemblee-nationale.fr/sycomore/fiche/2670,Henri Duflot,27 novembre 1907,Lens,Pas,13 février 1972,Argoules,Pas,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Pas-de-Calais,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
2693,https://www2.assemblee-nationale.fr/sycomore/fiche/2693,Pierre Dumas,15 novembre 1924,Chambéry,Savoie,4 février 2004,Chambéry,Savoie,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,15 mai 1962,Savoie,,Union pour la nouvelle République,UNR,TRUE,,
2693,https://www2.assemblee-nationale.fr/sycomore/fiche/2693,Pierre Dumas,15 novembre 1924,Chambéry,Savoie,4 février 2004,Chambéry,Savoie,Cinquième République - Assemblée nationale,IIe législature,18 novembre 1962,6 janvier 1963,Savoie,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
2693,https://www2.assemblee-nationale.fr/sycomore/fiche/2693,Pierre Dumas,15 novembre 1924,Chambéry,Savoie,4 février 2004,Chambéry,Savoie,Cinquième République - Assemblée nationale,IIIe législature,5 mars 1967,7 mai 1967,Savoie,,Union démocratique pour la V° République,UD-Ve,TRUE,,
2693,https://www2.assemblee-nationale.fr/sycomore/fiche/2693,Pierre Dumas,15 novembre 1924,Chambéry,Savoie,4 février 2004,Chambéry,Savoie,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,12 août 1968,Savoie,,Union des démocrates pour la République,UDR,TRUE,,
2693,https://www2.assemblee-nationale.fr/sycomore/fiche/2693,Pierre Dumas,15 novembre 1924,Chambéry,Savoie,4 février 2004,Chambéry,Savoie,Cinquième République - Assemblée nationale,Ve législature,21 septembre 1969,1 avril 1973,Savoie,,Union des démocrates pour la  République,UDR,TRUE,,
2712,https://www2.assemblee-nationale.fr/sycomore/fiche/2712,Bernard Duperier,13 juin 1907,Paris,Seine,8 juin 1995,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Paris,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
2722,https://www2.assemblee-nationale.fr/sycomore/fiche/2722,Hubert Dupont-Fauville,3 décembre 1923,Neuilly-sur-seine,,23 janvier 2003,Aix-en-provence,Bouches,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Pas-de-Calais,,Union des démocrates pour la République,UDR,TRUE,,
2767,https://www2.assemblee-nationale.fr/sycomore/fiche/2767,Léopold Durbet,13 octobre 1929,Hermillon,Savoie,3 mai 2015,Hermillon,Savoie,Cinquième République - Assemblée nationale,IVe législature,13 août 1968,1 avril 1973,Savoie,,Union des démocrates pour la République,UDR,TRUE,,
2768,https://www2.assemblee-nationale.fr/sycomore/fiche/2768,"Marius, Léon Durbet",28 février 1904,Arbin,Savoie,3 juin 1975,Menton,Alpes,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Nièvre,,Rassemblement du peuple français,RPF,TRUE,la Commission des finances,
2768,https://www2.assemblee-nationale.fr/sycomore/fiche/2768,"Marius, Léon Durbet",28 février 1904,Arbin,Savoie,3 juin 1975,Menton,Alpes,Quatrième République - Assemblée nationale,IIIe législature,16 mars 1958,8 décembre 1958,Nièvre,,Républicains sociaux,RS,TRUE,la Commission des finances,
2768,https://www2.assemblee-nationale.fr/sycomore/fiche/2768,"Marius, Léon Durbet",28 février 1904,Arbin,Savoie,3 juin 1975,Menton,Alpes,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Nièvre,,Union pour la nouvelle République,UNR,TRUE,la Commission des finances,
2768,https://www2.assemblee-nationale.fr/sycomore/fiche/2768,"Marius, Léon Durbet",28 février 1904,Arbin,Savoie,3 juin 1975,Menton,Alpes,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Nièvre,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,la Commission des finances,
2774,https://www2.assemblee-nationale.fr/sycomore/fiche/2774,Jean Durlot,30 avril 1907,Troyes,Aube,14 août 1989,Troyes,Aube,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Aube,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
2786,https://www2.assemblee-nationale.fr/sycomore/fiche/2786,"Roger, Armand Dusseaulx",18 juillet 1913,Paris,Seine,28 mai 1988,Rosay-sur-lieure,Eure,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Seine-Inférieure,,Mouvement républicain populaire,,FALSE,,
2786,https://www2.assemblee-nationale.fr/sycomore/fiche/2786,"Roger, Armand Dusseaulx",18 juillet 1913,Paris,Seine,28 mai 1988,Rosay-sur-lieure,Eure,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Seine-Inférieure,,Mouvement républicain populaire,,FALSE,,
2786,https://www2.assemblee-nationale.fr/sycomore/fiche/2786,"Roger, Armand Dusseaulx",18 juillet 1913,Paris,Seine,28 mai 1988,Rosay-sur-lieure,Eure,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Seine-Inférieure,,Mouvement républicain populaire,,FALSE,,
2786,https://www2.assemblee-nationale.fr/sycomore/fiche/2786,"Roger, Armand Dusseaulx",18 juillet 1913,Paris,Seine,28 mai 1988,Rosay-sur-lieure,Eure,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,26 juillet 1951,Seine-Inférieure,,Mouvement républicain populaire,,FALSE,,
2786,https://www2.assemblee-nationale.fr/sycomore/fiche/2786,"Roger, Armand Dusseaulx",18 juillet 1913,Paris,Seine,28 mai 1988,Rosay-sur-lieure,Eure,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,15 mai 1962,Seine-Maritime,,Union pour la nouvelle République,UNR,TRUE,,
2786,https://www2.assemblee-nationale.fr/sycomore/fiche/2786,"Roger, Armand Dusseaulx",18 juillet 1913,Paris,Seine,28 mai 1988,Rosay-sur-lieure,Eure,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Seine-Maritime,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
2786,https://www2.assemblee-nationale.fr/sycomore/fiche/2786,"Roger, Armand Dusseaulx",18 juillet 1913,Paris,Seine,28 mai 1988,Rosay-sur-lieure,Eure,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Seine-Maritime,,Union démocratique pour la V° République,UD-Ve,TRUE,,
2786,https://www2.assemblee-nationale.fr/sycomore/fiche/2786,"Roger, Armand Dusseaulx",18 juillet 1913,Paris,Seine,28 mai 1988,Rosay-sur-lieure,Eure,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Seine-Maritime,,Union des démocrates pour la République,UDR,TRUE,,
2807,https://www2.assemblee-nationale.fr/sycomore/fiche/2807,"Henri, Albert, André Duvillard",3 novembre 1910,Luxeuil-les-bains,Haute,16 juillet 2001,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Loiret,,Union pour la nouvelle République,UNR,TRUE,,
2807,https://www2.assemblee-nationale.fr/sycomore/fiche/2807,"Henri, Albert, André Duvillard",3 novembre 1910,Luxeuil-les-bains,Haute,16 juillet 2001,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Loiret,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
2807,https://www2.assemblee-nationale.fr/sycomore/fiche/2807,"Henri, Albert, André Duvillard",3 novembre 1910,Luxeuil-les-bains,Haute,16 juillet 2001,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,5 mars 1967,7 mai 1967,Loiret,,Union démocratique pour la V° République,UD-Ve,TRUE,,
2807,https://www2.assemblee-nationale.fr/sycomore/fiche/2807,"Henri, Albert, André Duvillard",3 novembre 1910,Luxeuil-les-bains,Haute,16 juillet 2001,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,12 août 1968,Loiret,,Union des démocrates pour la République,UDR,TRUE,,
2807,https://www2.assemblee-nationale.fr/sycomore/fiche/2807,"Henri, Albert, André Duvillard",3 novembre 1910,Luxeuil-les-bains,Haute,16 juillet 2001,Paris,Paris,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Loiret,,Union des démocrates pour la République,UDR,TRUE,,
2812,https://www2.assemblee-nationale.fr/sycomore/fiche/2812,Albert Ehm,12 août 1912,Sélestat,,2 octobre 1983,Sélestat,Bas,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Bas-Rhin,,Mouvement républicain populaire,,FALSE,,l’élu
2812,https://www2.assemblee-nationale.fr/sycomore/fiche/2812,Albert Ehm,12 août 1912,Sélestat,,2 octobre 1983,Sélestat,Bas,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Bas-Rhin,,Union pour la nouvelle République,UNR,TRUE,,l’élu
2812,https://www2.assemblee-nationale.fr/sycomore/fiche/2812,Albert Ehm,12 août 1912,Sélestat,,2 octobre 1983,Sélestat,Bas,Cinquième République - Assemblée nationale,IIe législature,18 novembre 1962,2 avril 1967,Bas-Rhin,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,l’élu
2812,https://www2.assemblee-nationale.fr/sycomore/fiche/2812,Albert Ehm,12 août 1912,Sélestat,,2 octobre 1983,Sélestat,Bas,Cinquième République - Assemblée nationale,IIIe législature,5 mars 1967,30 mai 1968,Bas-Rhin,,Union démocratique pour la V° République,UD-Ve,TRUE,,l’élu
2812,https://www2.assemblee-nationale.fr/sycomore/fiche/2812,Albert Ehm,12 août 1912,Sélestat,,2 octobre 1983,Sélestat,Bas,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Bas-Rhin,,Union des démocrates pour la République,UDR,TRUE,,l’élu
2812,https://www2.assemblee-nationale.fr/sycomore/fiche/2812,Albert Ehm,12 août 1912,Sélestat,,2 octobre 1983,Sélestat,Bas,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Bas-Rhin,,Union des démocrates pour la République,UDR,TRUE,,l’élu
2814,https://www2.assemblee-nationale.fr/sycomore/fiche/2814,Arabi El Goni,1 janvier 1920,Abeché,Tchad,22 octobre 1973,N'djamena,Tchad,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Tchad,,Républicains sociaux,RS,TRUE,,
2814,https://www2.assemblee-nationale.fr/sycomore/fiche/2814,Arabi El Goni,1 janvier 1920,Abeché,Tchad,22 octobre 1973,N'djamena,Tchad,Cinquième République - Assemblée nationale,Ire législature,9 décembre 1958,15 juillet 1959,Tchad,,,,FALSE,,
2843,https://www2.assemblee-nationale.fr/sycomore/fiche/2843,Gabriel Escudier,11 juin 1906,Tavernes,Var,4 juin 1962,Toulon,Var,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,4 juin 1962,Var,,Union pour la nouvelle République,UNR,TRUE,Gabriel Escudier,
2871,https://www2.assemblee-nationale.fr/sycomore/fiche/2871,Roger Evrard,5 avril 1925,Marissel,Oise,19 juillet 2008,,Lieu de décès inconnu,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Finistère,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
2879,https://www2.assemblee-nationale.fr/sycomore/fiche/2879,Henri Fabre,21 décembre 1917,Toulon,Var,8 mai 1982,Toulon,Var,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Var,,Union pour la nouvelle République,UNR,TRUE,,
2888,https://www2.assemblee-nationale.fr/sycomore/fiche/2888,Jacques Faggianelli,18 novembre 1901,Bastia,Corse,30 avril 1989,Bastia,Haute,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Corse,,Républicain radical et radical-socialiste,,FALSE,,
2888,https://www2.assemblee-nationale.fr/sycomore/fiche/2888,Jacques Faggianelli,18 novembre 1901,Bastia,Corse,30 avril 1989,Bastia,Haute,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Corse,,Républicain radical et radical-socialiste,,FALSE,,
2888,https://www2.assemblee-nationale.fr/sycomore/fiche/2888,Jacques Faggianelli,18 novembre 1901,Bastia,Corse,30 avril 1989,Bastia,Haute,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,24 janvier 1968,Corse,,Union démocratique pour la V° République,UD-Ve,TRUE,,
2891,https://www2.assemblee-nationale.fr/sycomore/fiche/2891,Alban Fagot,1 janvier 1916,Fontanil-cornillon,Isère,30 août 1996,La tronche,Isère,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Isère,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
2891,https://www2.assemblee-nationale.fr/sycomore/fiche/2891,Alban Fagot,1 janvier 1916,Fontanil-cornillon,Isère,30 août 1996,La tronche,Isère,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Isère,,Union des démocrates pour la République,UDR,TRUE,,
2896,https://www2.assemblee-nationale.fr/sycomore/fiche/2896,Jean Falala,2 mars 1929,Mohon,Ardennes,28 novembre 2005,Reims,Marne,Cinquième République - Assemblée nationale,IIIe législature,3 avril 1967,30 mai 1968,Marne,,Union démocratique pour la V° République,UD-Ve,TRUE,,
2896,https://www2.assemblee-nationale.fr/sycomore/fiche/2896,Jean Falala,2 mars 1929,Mohon,Ardennes,28 novembre 2005,Reims,Marne,Cinquième République - Assemblée nationale,IVe législature,11 juillet 1968,1 avril 1973,Marne,,Union des démocrates pour la République,UDR,TRUE,,
2896,https://www2.assemblee-nationale.fr/sycomore/fiche/2896,Jean Falala,2 mars 1929,Mohon,Ardennes,28 novembre 2005,Reims,Marne,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Marne,,Union des démocrates pour la République,UDR,TRUE,,
2896,https://www2.assemblee-nationale.fr/sycomore/fiche/2896,Jean Falala,2 mars 1929,Mohon,Ardennes,28 novembre 2005,Reims,Marne,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,22 mai 1981,Marne,,Rassemblement pour la République,,FALSE,,
2896,https://www2.assemblee-nationale.fr/sycomore/fiche/2896,Jean Falala,2 mars 1929,Mohon,Ardennes,28 novembre 2005,Reims,Marne,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,1 avril 1986,Marne,,Rassemblement pour la République,,FALSE,,
2896,https://www2.assemblee-nationale.fr/sycomore/fiche/2896,Jean Falala,2 mars 1929,Mohon,Ardennes,28 novembre 2005,Reims,Marne,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,14 mai 1988,Marne,,Rassemblement pour la République,,FALSE,,
2896,https://www2.assemblee-nationale.fr/sycomore/fiche/2896,Jean Falala,2 mars 1929,Mohon,Ardennes,28 novembre 2005,Reims,Marne,Cinquième République - Assemblée nationale,IXe législature,13 juin 1988,1 avril 1993,Marne,,Rassemblement pour la République,,FALSE,,
2896,https://www2.assemblee-nationale.fr/sycomore/fiche/2896,Jean Falala,2 mars 1929,Mohon,Ardennes,28 novembre 2005,Reims,Marne,Cinquième République - Assemblée nationale,Xe législature,2 avril 1993,21 avril 1997,Marne,,Rassemblement pour la République,,FALSE,,
2896,https://www2.assemblee-nationale.fr/sycomore/fiche/2896,Jean Falala,2 mars 1929,Mohon,Ardennes,28 novembre 2005,Reims,Marne,Cinquième République - Assemblée nationale,XIe législature,1 juin 1997,18 juin 2002,Marne,,Rassemblement pour la République,,FALSE,,
2904,https://www2.assemblee-nationale.fr/sycomore/fiche/2904,André Fanton,31 mars 1928,Gentilly,,19 juin 2025,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,9 décembre 1958,9 octobre 1962,Seine,,Union pour la nouvelle République,UNR,TRUE,,
2904,https://www2.assemblee-nationale.fr/sycomore/fiche/2904,André Fanton,31 mars 1928,Gentilly,,19 juin 2025,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,6 décembre 1962,2 avril 1967,Paris,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
2904,https://www2.assemblee-nationale.fr/sycomore/fiche/2904,André Fanton,31 mars 1928,Gentilly,,19 juin 2025,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,3 avril 1967,30 mai 1968,Paris,,Union démocratique pour la V° République,UD-Ve,TRUE,,
